run,monopho_score,dipho_score,hadron_score
1,0.0,1.0,0.0
2,0.0,1.0,0.0
3,0.0,0.0,1.0
3,0.5445955991744995,8.843508472180725e-15,0.4554044008255005
4,0.0,1.0,0.0
4,1.9600652478857228e-07,3.524670770418573e-18,0.9999997019767761
4,0.0016649833414703608,1.0579807852955899e-15,0.9983350038528442
5,0.0,1.0,0.0
5,0.0005787685513496399,6.257467417489226e-13,0.999421238899231
6,0.0,1.0,0.0
6,1.8500608348404057e-05,4.537335799270593e-16,0.9999814629554749
7,0.0,1.0,0.0
8,0.0,1.0,0.0
8,1.9321909348946065e-05,1.588996122181552e-11,0.9999807476997375
8,6.140966888779076e-06,2.0733540752326807e-12,0.9999938607215881
9,0.9650923609733582,0.007996238768100739,0.026911353692412376
9,4.8074888070459565e-08,4.306637685358439e-11,1.0
9,2.1353185729822144e-05,1.7967774837424066e-11,0.9999786615371704
10,0.0,1.0,0.0
11,1.0,2.5918647330138737e-37,8.416053286354465e-25
12,4.821436104001849e-20,1.0,2.6941390488712886e-20
13,0.0,1.0,0.0
13,0.03981952369213104,1.2887487951807053e-11,0.9601804614067078
14,3.5032461608120427e-44,1.0,1.5582438923291966e-42
15,0.0,1.0,5.4611134917601065e-34
16,0.0,1.0,0.0
16,0.0003226444823667407,3.6235841843434394e-16,0.9996774196624756
17,0.9626964330673218,0.03590775281190872,0.00139569491147995
17,0.015059749595820904,2.4984359697555192e-05,0.9849151968955994
17,0.01811394654214382,2.398028442485156e-08,0.9818860292434692
17,1.262901150766993e-06,4.383067700290417e-15,0.9999986886978149
18,2.9965257654297142e-31,1.0,2.0698674644038987e-32
19,0.0,1.0,1.7085677558340306e-31
19,0.1647571474313736,5.704241874855687e-13,0.8352428674697876
19,2.952182330773212e-05,7.087226638891053e-11,0.9999704360961914
19,2.540093191782944e-05,4.392893687699129e-11,0.9999746680259705
20,1.0,3.356160016565468e-09,6.475688041351901e-12
21,2.274308795784056e-19,1.0,5.413198852400298e-20
23,6.034928120378129e-33,1.0,7.969270850140944e-28
24,0.0,1.0,0.0
24,3.0147413781378418e-05,7.273848884326028e-11,0.9999698996543884
25,0.0,1.0,0.0
26,2.581536719721067e-27,1.0,6.464111737822027e-35
26,5.016297654947266e-05,1.9888980740123685e-10,0.9999498724937439
27,0.0,5.6775864010205623e-08,1.0
28,0.9878755211830139,6.853664672235027e-06,0.012117628008127213
29,5.9878919996269214e-34,1.0,1.9002153682645606e-39
30,2.0132554503113996e-22,1.0,5.765961061103145e-23
30,4.371272007119842e-05,1.4816194104927405e-10,0.9999561905860901
31,3.6616740504878007e-37,1.0,3.5289319616631166e-40
32,3.4903241115516e-33,1.0,2.704506036146897e-43
33,4.363155770410395e-27,1.0,1.8711160522400307e-27
33,2.6824329324881546e-05,5.850657458505992e-11,0.9999731183052063
34,0.0,1.0,0.0
35,0.0,1.0,0.0
36,0.0,1.0,0.0
37,0.0,1.0,0.0
38,2.7464497892504286e-19,1.0,4.451451463821378e-20
40,0.0,1.0,0.0
41,0.0,1.0,0.0
42,4.512181055125911e-43,3.731187092625987e-08,1.0
42,5.2026560297235847e-05,7.570172266824216e-11,0.9999479651451111
43,0.0,1.0,3.8071633927606656e-21
44,0.0,1.0,0.0
44,0.004939929116517305,1.6146887429555057e-13,0.9950600266456604
44,0.7980927228927612,4.928998986741817e-09,0.2019071727991104
45,0.847409725189209,0.004582291003316641,0.14800789952278137
45,0.0734492838382721,0.13481344282627106,0.7917373180389404
45,9.038554935614229e-07,7.857802186705953e-10,0.9999990463256836
45,2.1924928660155274e-05,1.3868805409655849e-11,0.9999781250953674
46,0.6183358430862427,7.420348424602707e-07,0.38166341185569763
46,0.011184397153556347,2.5995623218477704e-06,0.988813042640686
47,1.3062883287412688e-21,1.0,0.0
47,0.00016118177154567093,4.298579200923136e-11,0.9998388290405273
48,3.1596169365773197e-13,0.9996887445449829,0.0003113097045570612
49,0.7231270670890808,3.165779708069749e-05,0.27684128284454346
49,2.250918214485864e-06,1.5500986244113496e-18,0.9999977350234985
49,2.1353022020775825e-05,1.759136933343619e-11,0.9999786615371704
50,0.9762552380561829,2.5161543817375787e-05,0.023719586431980133
50,9.697157656773925e-05,3.6803707303967315e-10,0.9999030232429504
50,5.3361432037490886e-06,1.338097206371458e-07,0.9999944567680359
50,0.0011022139806300402,3.8100214538872024e-08,0.9988978505134583
51,0.999944269657135,6.098057951930969e-07,5.5188487749546766e-05
51,0.9362287521362305,0.01149109099060297,0.05228017270565033
52,0.0,1.0,0.0
52,2.4164481146726757e-05,3.4087486305844905e-11,0.9999757409095764
53,5.158621783338919e-25,1.0,3.412225212215524e-28
53,6.256896449485794e-05,2.7155266923983845e-10,0.9999374151229858
54,0.0,1.0,0.0
54,0.0035291744861751795,9.046119430790311e-14,0.9964708089828491
54,0.0006523141637444496,2.5947341538291695e-14,0.9993476867675781
54,1.6284027879009955e-05,1.1275575742195065e-12,0.9999836087226868
54,0.0002697315358091146,7.707592897254756e-11,0.9997302293777466
54,2.807597047649324e-05,6.641610872382131e-11,0.9999718070030212
55,0.0,1.0,2.284116496849452e-43
56,0.0,1.0,0.0
57,0.999997079372406,1.68336242722944e-07,2.7382554890209576e-06
57,0.00038416346069425344,0.010104473680257797,0.9895113110542297
58,4.7440982710198357e-20,6.69654803681888e-15,1.0
59,0.0,1.0,0.0
59,2.2466236259788275e-05,2.508778775001108e-11,0.9999775290489197
59,2.660585960256867e-05,5.3715483450123e-11,0.9999734163284302
60,1.7787741512349143e-29,1.0,1.9517723599882713e-18
61,0.0,1.0,0.0
61,2.916060657298658e-05,7.011154157243737e-11,0.9999707937240601
62,0.9364845752716064,0.0635034441947937,1.2065469491062686e-05
62,3.304246320112725e-06,0.9980117678642273,0.0019850111566483974
63,2.750300469961032e-39,1.0,1.576628390082528e-36
64,9.190422133542597e-05,0.9999081492424011,4.423699451194807e-08
65,0.9367066621780396,0.007561587728559971,0.05573178082704544
66,0.0,1.0,0.0
67,0.0,1.0,0.0
67,5.181072992854752e-07,2.920365847918572e-22,0.9999995231628418
67,3.177533653797582e-05,7.837545890065911e-11,0.9999681711196899
68,0.0,1.0,0.0
68,0.0003762395936064422,1.1561510776525452e-10,0.9996237754821777
69,0.000988426385447383,0.9970243573188782,0.0019871892873197794
70,6.6931759979856995e-40,1.0,0.0
70,0.00022982490190770477,2.427341314059639e-12,0.9997701644897461
71,0.0,1.0,0.0
72,9.174634328100112e-29,1.0,2.6238949406881475e-39
72,0.00010988832946168259,6.236710908998078e-13,0.9998900890350342
73,3.2547959430872526e-41,1.0,6.781920169935285e-16
73,0.0022754608653485775,6.147611308904288e-10,0.9977246522903442
74,0.30285605788230896,0.10505922883749008,0.5920846462249756
74,0.9992503523826599,1.4075909575694823e-06,0.0007482667570002377
74,6.165140075609088e-05,1.0755736172584143e-13,0.9999383687973022
75,4.868356336373836e-05,9.997995320532027e-09,0.9999513626098633
75,0.33498069643974304,0.02457735687494278,0.6404420137405396
75,4.177647497272119e-06,7.212831135312847e-13,0.999995768070221
76,1.2254149894263642e-26,1.0,4.2196763444524166e-11
76,3.9079786802176386e-05,1.1249981501926243e-10,0.9999608993530273
77,1.1686784091580193e-05,0.999988317489624,7.910064096783298e-12
78,0.0,1.0,6.451653090250218e-18
78,2.6704899937612936e-05,5.684057391430741e-11,0.9999733567237854
79,0.0,1.0,0.0
80,0.0,1.0,0.0
81,0.0,1.0,9.80908925027372e-45
82,2.253338870636081e-36,1.0,0.0
83,0.0,1.0,0.0
83,1.2783875718014315e-06,6.7315347327052185e-15,0.9999986886978149
83,6.617107283091173e-05,2.9212751662122116e-10,0.9999338388442993
83,2.1778261725557968e-05,2.0402997000235068e-11,0.9999781847000122
84,0.0,1.0,1.2611686178923354e-44
84,0.0006707272841595113,1.9915535887093938e-08,0.9993293285369873
85,0.00017896680219564587,0.9690291881561279,0.030791880562901497
85,0.0001493066520197317,9.187378437777553e-15,0.9998505711555481
85,9.226401743944734e-05,2.994651140397764e-07,0.999907374382019
85,3.545052095432766e-05,9.356441316166197e-11,0.9999646544456482
86,4.191170522617471e-14,2.010167926682275e-32,1.0
86,2.8359954740153626e-05,4.223330019037519e-12,0.9999716877937317
87,1.994312560143972e-39,1.0,2.5091650302200174e-41
87,3.1324652809416875e-05,7.674600538409848e-11,0.9999686479568481
88,0.0,1.0,0.0
88,2.375617805228103e-05,3.4840411263468984e-13,0.9999762177467346
89,0.0,1.0,0.0
90,0.0029773064889013767,3.106164876953699e-05,0.9969916343688965
90,0.0017069968162104487,1.6232089414928183e-16,0.9982929229736328
90,0.0009953657863661647,0.6081621646881104,0.3908425271511078
91,0.0,1.0,0.0
92,0.0,1.0,0.0
93,0.0,1.0,0.0
94,0.9321459531784058,4.899602117802715e-06,0.06784912943840027
94,2.18802088056691e-05,1.4274944941383705e-11,0.9999781250953674
94,0.7195644974708557,2.672814747306518e-10,0.2804354131221771
94,9.631212742533535e-05,5.492204468993123e-10,0.9999036192893982
95,0.0,1.0,0.0
96,0.0,1.0,0.0
96,0.00024821076658554375,2.5895690036747965e-09,0.9997517466545105
97,0.002510758815333247,0.9974520802497864,3.70991401723586e-05
98,0.37417104840278625,0.0007498161285184324,0.6250790357589722
98,0.994184672832489,0.001007797778584063,0.004807638935744762
98,0.0006740083917975426,2.857417857882183e-09,0.9993259906768799
99,0.0,1.0,0.0
100,3.3173653625204623e-34,1.0,8.471011174582859e-23
101,0.0010930468561127782,1.4121878777473285e-08,0.9989069700241089
101,2.1074423273148568e-07,0.9999929070472717,6.953253887331812e-06
102,0.0,1.0,0.0
102,4.618612729245797e-05,1.643801900153008e-10,0.9999538660049438
103,0.0,1.0,0.0
103,5.012840119889006e-05,1.98543764762249e-10,0.9999498724937439
104,0.0,1.0,0.0
105,0.0,1.0,0.0
106,0.9999205470085144,4.61383842775831e-06,7.469110278179869e-05
106,0.00015518996224272996,2.227054810822257e-19,0.9998447895050049
106,0.00034118699841201305,6.45014153199952e-10,0.9996588230133057
106,4.6244083932833746e-05,8.148588574730109e-12,0.9999538064002991
107,0.004360320512205362,0.0009606033563613892,0.9946791529655457
108,0.966587483882904,0.0003524145868141204,0.033060140907764435
108,3.0207991663644407e-09,0.9999992251396179,7.259288850036683e-07
109,0.0,1.0,0.0
110,4.3747749600697716e-07,4.6432929929392935e-14,0.9999995231628418
111,0.002220519818365574,0.9977777600288391,1.768399329193926e-06
111,0.01091608963906765,0.9790088534355164,0.01007506251335144
111,0.12267185747623444,5.935514491284266e-05,0.8772687315940857
111,2.7850945116369985e-05,6.526319762389932e-11,0.9999721050262451
112,0.9997162222862244,0.00026357368915341794,2.014427082031034e-05
112,0.00011010525486199185,1.7267101377199667e-13,0.9998899102210999
112,1.3427023759504664e-06,9.026988045945927e-10,0.9999986886978149
113,6.475871394684418e-09,0.7114455699920654,0.2885544002056122
113,0.00021921972802374512,8.728294531579195e-09,0.9997808337211609
114,0.0,1.0,0.0
115,0.025911137461662292,0.9041741490364075,0.06991468369960785
115,0.4318343698978424,0.5615336298942566,0.006632016971707344
115,0.8789544105529785,3.391764205108207e-14,0.1210455596446991
115,2.3305025024455972e-05,2.882056746034145e-11,0.999976634979248
115,0.002422184217721224,3.248898421866803e-19,0.9975777864456177
116,1.5426140996099152e-13,1.0,1.0752670455416169e-11
117,8.619839886720125e-18,1.0,2.0542904836659237e-34
118,0.9784637093544006,0.021516481414437294,1.9795495973085053e-05
118,0.008660132065415382,5.38869971933309e-06,0.9913344979286194
119,0.00013024682994000614,5.050050655430738e-11,0.999869704246521
120,0.999997079372406,6.258074058962393e-10,2.870677462851745e-06
120,0.7859525084495544,0.007043256424367428,0.20700420439243317
121,0.0,1.0,0.0
121,3.733716221177019e-05,8.650753030581271e-11,0.9999626874923706
121,0.0006497837021015584,0.0054552811197936535,0.9938949942588806
122,0.0,1.0,0.0
123,0.9804425835609436,0.019476640969514847,8.07326941867359e-05
124,0.0,1.0,1.37179724003876e-27
125,0.34512782096862793,0.4239360988140106,0.23093602061271667
125,0.7945181131362915,0.017629852518439293,0.18785206973552704
126,0.6071543097496033,0.0003218107740394771,0.39252394437789917
127,6.58610278232664e-44,1.0,1.3470282767492134e-38
128,5.2960608343255444e-08,0.9999995231628418,3.848697360808728e-07
129,0.0,0.9874500036239624,0.012549963779747486
130,5.596215922767592e-32,1.0,2.8805377142389213e-35
131,0.0001289967040065676,0.9998695254325867,1.5227425365083036e-06
132,0.0,1.0,0.0
132,0.00035154217039234936,2.0468165770409167e-15,0.9996484518051147
133,0.0,1.0,0.0
134,1.1049452941161617e-31,1.0,8.926573898217379e-39
135,0.9975212812423706,0.0012226231629028916,0.0012560805771499872
135,0.8072264194488525,0.060564830899238586,0.1322086900472641
135,0.004252646584063768,1.0216620438541213e-08,0.9957473278045654
136,0.0,1.0,0.0
136,0.0029083816334605217,9.605762366082793e-12,0.9970916509628296
137,0.0,1.0,0.0
138,0.0,1.0,0.0
138,0.05860653519630432,1.2787806404068736e-11,0.9413933753967285
139,3.578554866120718e-31,1.0,4.91287203499035e-21
140,1.0,7.455072115192252e-10,0.0
141,0.903289794921875,0.009542194195091724,0.08716794848442078
142,1.332246171159568e-07,0.9999999403953552,8.839489140655132e-09
143,0.9999992251396179,1.1159281832038831e-25,7.494990086343023e-07
143,5.7638317230157554e-05,2.4753510352582e-10,0.9999422430992126
144,0.0,1.0,0.0
145,0.0,1.0,0.0
146,0.0,1.0,0.0
147,0.0,1.0,0.0
148,3.910877018562862e-23,1.0,3.2432709164046046e-30
148,5.1038037781836465e-05,2.0741629247478244e-10,0.999949038028717
148,2.879571184166707e-05,6.914895739340565e-11,0.9999712109565735
149,0.999817967414856,6.436719104385702e-07,0.00018138959421776235
150,0.0,1.0,0.0
150,5.227653309702873e-05,2.1699429753052613e-10,0.999947726726532
151,0.9807582497596741,0.0008470038883388042,0.01839478313922882
152,6.078843739487638e-07,0.999999463558197,5.4098397882549935e-18
152,8.737305324757472e-05,4.623365301714699e-10,0.9999126195907593
154,8.919272113418197e-13,0.9999996423721313,3.0763251857024443e-07
154,0.3155331015586853,1.4233931958443358e-13,0.6844669580459595
155,1.3452465257518244e-42,1.0,0.0
156,1.066342925847729e-24,1.0,7.820125456627822e-32
157,0.0,1.0,0.0
158,0.9983207583427429,1.0595082358122454e-06,0.0016781939193606377
158,0.10084004700183868,0.2228011041879654,0.6763588190078735
158,4.169884050497785e-05,1.3195175507796364e-10,0.9999582767486572
159,7.107962585503388e-38,1.0,1.9797778597510293e-35
160,2.825798791433688e-16,1.0,1.3605475635003472e-09
160,3.550529800122604e-05,7.17836930868623e-17,0.9999644160270691
161,3.0843501364063997e-11,1.595305366208777e-05,0.9999839663505554
161,0.9591705799102783,1.461886398601564e-07,0.040829308331012726
161,0.00122642086353153,3.992723307533197e-08,0.9987735748291016
162,0.49523216485977173,2.7593239693146643e-08,0.5047678351402283
162,0.3390307128429413,0.0019664207939058542,0.6590029001235962
163,0.0,1.0,6.779490814308549e-23
164,2.1148011001059785e-05,0.9999769926071167,1.891135070763994e-06
166,0.0,1.0,0.0
166,0.040405817329883575,1.5100683370405932e-08,0.959594190120697
167,0.0,1.0,0.0
168,7.006492321624085e-45,1.0,1.6477215455907657e-15
169,0.0,1.0,0.0
170,8.922591128788644e-24,1.0,7.930639776944447e-27
171,0.0,1.0,0.0
172,0.0,1.0,0.0
172,4.239943154971115e-05,1.3707104895566147e-10,0.9999575018882751
172,9.714002953842282e-05,5.567734051581397e-10,0.9999029040336609
174,1.333292186108462e-22,1.0,9.177051908392996e-21
175,1.2895807795469938e-32,1.0,1.2342772716212588e-26
175,0.004410437308251858,2.00196126343144e-09,0.9955896139144897
175,0.07767722755670547,2.8561616613465013e-11,0.9223228096961975
175,0.0002300505293533206,4.4196527473482246e-15,0.9997699856758118
176,1.133650457638777e-41,1.0,5.7028116714404494e-37
176,0.029652466997504234,1.3437412462735665e-06,0.970346212387085
177,3.124552663136618e-35,9.086006206320816e-19,1.0
177,7.223795250865805e-08,3.0160878135288005e-14,0.9999999403953552
178,0.0,1.0,0.0
179,0.0,1.0,0.0
180,0.0,1.0,0.0
180,0.0006999490433372557,2.0238393005911348e-07,0.9992998242378235
180,0.0004535051411949098,7.809693336469081e-09,0.999546468257904
181,0.0,1.0,0.0
181,4.7995549721235875e-06,5.9343177915473035e-19,0.999995231628418
181,0.0007608159794472158,1.6147989889692127e-10,0.9992392063140869
182,0.0,1.0,0.0
183,1.82710192136022e-35,1.0,6.947658061133954e-29
183,0.0016777804121375084,3.579871045867461e-13,0.9983222484588623
184,0.2009553462266922,3.334230882501288e-07,0.7990442514419556
184,0.7057123780250549,0.17117232084274292,0.12311534583568573
184,6.998589378781617e-05,3.68283996235539e-15,0.9999300241470337
184,6.481290620286018e-05,2.841231971917324e-10,0.9999351501464844
185,0.0,1.0,0.0
185,0.5843728184700012,6.45095621365499e-09,0.4156270921230316
186,0.0,1.0,0.0
187,1.4629569022872602e-06,0.9999896287918091,8.957997124525718e-06
187,0.04021088406443596,0.006925281137228012,0.9528638124465942
188,6.389007393739127e-17,1.0,1.1612777237626727e-15
188,1.3851016774424352e-05,4.3841381913711786e-11,0.9999861717224121
189,0.02326052449643612,0.9764840006828308,0.0002554346574470401
189,0.32931074500083923,0.008200006559491158,0.6624892354011536
189,3.6276880564400926e-05,9.781164073130455e-11,0.9999638199806213
190,0.0,1.0,0.0
190,0.02629065327346325,2.8265758373891003e-06,0.9737066626548767
190,0.49010661244392395,1.0841498578884057e-06,0.5098922252655029
191,0.0,1.0,0.0
192,0.0,1.0,0.0
193,2.9064611708253896e-38,1.0,4.523351603326373e-25
194,3.9769845899967365e-37,1.0,0.0
195,0.6903060674667358,0.00017314241267740726,0.30952081084251404
195,0.0009801125852391124,0.0023124427534639835,0.9967074394226074
195,0.00015485714538954198,1.1457025328454051e-09,0.9998452067375183
196,1.165280678679394e-37,1.0,2.193995083422764e-31
196,0.004739756695926189,1.7462264273460093e-11,0.9952603578567505
197,6.544159252652052e-33,1.0,0.0
197,7.1634935920883436e-06,6.412747953775432e-15,0.9999929070472717
197,2.7875788873643614e-05,3.860968142421761e-11,0.9999721050262451
197,0.00038748548831790686,6.335448432537305e-08,0.9996123909950256
198,0.0,1.0,0.0
198,0.015120003372430801,4.300233346493654e-12,0.9848800301551819
199,5.411907665065471e-24,1.0,1.4123054930779268e-28
200,9.97382818695991e-12,1.0,8.231458049900997e-12
201,0.0,1.0,0.0
202,0.9955229163169861,7.760246532736452e-17,0.004477071110159159
202,0.8253388404846191,0.09641661494970322,0.07824455946683884
202,6.134637078503147e-05,2.656844744208797e-10,0.9999386072158813
203,0.00027463765582069755,0.05493666231632233,0.9447887539863586
203,0.8813608288764954,0.11863914132118225,2.700506485098231e-10
203,2.8511738491943106e-05,6.823418913226575e-11,0.9999714493751526
204,4.411596503173459e-32,1.0,0.0
204,0.0003220453509129584,3.6146832749217594e-10,0.9996779561042786
204,2.8888103770441376e-05,6.94166807369001e-11,0.9999712109565735
205,0.9947926998138428,5.247274614816888e-08,0.005207339767366648
205,0.9876590967178345,7.400318964394248e-13,0.01234100479632616
205,2.2089092453825288e-05,2.2256627096872705e-11,0.9999778866767883
206,0.00922029372304678,5.108300626943674e-08,0.9907796382904053
206,0.911227285861969,0.010869777761399746,0.07790300995111465
207,0.0,1.0,0.0
208,0.0,1.0,0.0
209,0.0,1.0,0.0
210,0.0,1.0,0.0
211,4.495276026417194e-11,1.0,2.129254227871656e-22
212,2.415794462788007e-27,1.0,8.820189265632262e-31
213,0.0,1.0,0.0
214,0.0,1.0,0.0
215,0.9999983906745911,1.5641294339729939e-06,3.7109700706590976e-25
215,0.09082222729921341,1.4993749480657261e-15,0.9091777205467224
215,1.9061291212096876e-08,4.631778359291683e-13,1.0
216,0.0,1.0,0.0
217,0.0,1.0,0.0
218,0.0,1.0,0.0
218,0.00027148332446813583,1.1022363577417593e-12,0.9997284412384033
219,5.662305778388072e-34,1.0,2.7476031491823663e-26
219,0.00022224381973501295,0.16965609788894653,0.8301215767860413
219,0.052238427102565765,5.79379275222891e-06,0.9477558732032776
219,3.3178414014400914e-05,8.371652676641972e-11,0.9999668598175049
220,0.0,1.0,0.0
220,3.522315902490525e-12,6.42446961921601e-17,1.0
220,2.2041849661036395e-05,1.3082748426263002e-11,0.9999778866767883
221,0.5373622179031372,0.018335605040192604,0.44430217146873474
221,0.031522683799266815,0.9684188365936279,5.854761184309609e-05
222,0.07830294221639633,2.146970928151859e-06,0.9216948747634888
223,2.020286160586693e-08,0.9999999403953552,6.026872512165937e-08
224,0.0,1.0,0.0
225,4.4148724555270746e-05,1.595892418215783e-09,0.999955952167511
225,1.0089762270126812e-07,1.5268038850990706e-06,0.9999983310699463
225,0.014149720780551434,1.4033726074558217e-06,0.9858489036560059
226,0.0052590807899832726,6.310331173153827e-07,0.9947402477264404
226,0.0005525458254851401,3.40581207713183e-14,0.9994473457336426
226,5.284628556978532e-08,7.735437013191605e-20,1.0
227,0.0,1.0,0.0
228,0.0,1.0,0.0
229,0.9985232949256897,0.0008063774439506233,0.0006704365951009095
229,0.010827927850186825,0.2978527545928955,0.6913192868232727
230,0.0,1.0,0.0
231,0.0005562433507293463,0.9993776679039001,6.61226877127774e-05
231,4.802730472874828e-05,1.7969223331526507e-10,0.9999518990516663
231,0.29014164209365845,4.029285585738229e-11,0.7098583579063416
231,0.8918691873550415,4.6312670747283846e-05,0.10808443278074265
231,0.0007837124867364764,5.648120512618897e-16,0.9992163181304932
232,2.3492698671828682e-12,9.641470808949669e-18,1.0
233,0.0,1.0,0.0
234,1.1236466929208743e-33,1.0,1.1664142170331556e-38
235,0.0,1.0,0.0
236,2.7494457922863085e-28,1.0,9.663420499140953e-32
237,6.495236293257989e-11,0.9333862066268921,0.06661378592252731
238,0.0,1.0,0.0
239,0.0,1.0,0.0
240,0.0,1.0,0.0
241,3.771085312576926e-21,1.0,7.403016422102837e-09
241,2.260966539324727e-05,2.5722583785192654e-11,0.9999773502349854
241,5.702559519704664e-06,1.3505584671447135e-11,0.9999942779541016
241,3.152186764054932e-05,4.858216606784538e-11,0.9999685883522034
242,0.0,1.0,0.0
243,0.8751369118690491,1.189051636174554e-05,0.12485122680664062
243,0.00045811591553501785,1.3939231280346576e-07,0.9995418190956116
243,0.9749041199684143,0.003650262951850891,0.021445687860250473
243,2.3896354832686484e-05,3.2605577959810006e-11,0.9999761581420898
243,0.1297866702079773,6.329856461206873e-08,0.8702132105827332
243,0.3222861588001251,3.495586806123718e-11,0.6777138113975525
243,4.844080692123498e-10,6.097910044461997e-21,1.0
244,0.061543699353933334,1.1776528363593997e-10,0.9384562969207764
244,0.07000532746315002,7.907874532975256e-05,0.9299156069755554
245,4.933958734909538e-06,0.9723635315895081,0.02763155661523342
245,0.23234021663665771,0.7632684111595154,0.004391374997794628
246,5.611294995028754e-29,1.0,7.285196550772873e-36
246,0.0004903882509097457,1.1446011499716136e-10,0.9995095133781433
246,2.2269792680162936e-05,1.2013466610394374e-11,0.9999777674674988
247,0.0,1.0,0.0
248,5.156643722322797e-29,1.0,3.816447895430629e-17
249,0.0,1.0,0.0
250,0.0631408542394638,0.8132637739181519,0.12359532713890076
